claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
158,22,F,1.0,86,30913,1,0,Rent,85053,12/21/2015,Monday,Parking Lot,0,0.0,46,Broker,0,4537.002598,5.0,Medium,15407.940169999998,red,21649.78922,0
159,28,M,1.0,79,33316,0,0,Rent,20107,4/1/2016,Friday,Highway,0,1.0,68,Broker,0,6202.665421,6.0,Compact,22145.57032,white,10398.38153,0
160,37,M,0.0,83,36106,0,1,Rent,15044,2/21/2016,Sunday,Local,0,0.0,71,Broker,1,2351.487298,4.0,Compact,21901.27154,blue,23143.66998,0
161,37,F,1.0,74,36115,0,1,Own,80002,8/23/2016,Tuesday,Local,0,1.0,86,Phone,1,4380.4379340000005,3.0,Compact,10098.39187,gray,53220.01686,0
162,65,F,1.0,55,41747,1,1,Own,80035,9/8/2015,Tuesday,Local,1,0.0,100,Broker,1,3320.218028,8.0,Large,12666.99184,gray,16699.65854,0
163,49,M,1.0,87,38920,1,1,Own,85051,11/16/2016,Wednesday,Parking Lot,3,1.0,1,Phone,1,7616.134981,6.0,Large,19440.72126,black,39426.832,1
164,43,F,1.0,81,37629,1,1,Rent,85050,10/31/2015,Saturday,Highway,5,0.0,80,Broker,1,3712.481312,3.0,Compact,14939.32419,red,14417.81548,0
165,65,M,1.0,60,41756,1,0,Own,50056,8/18/2015,Tuesday,Local,0,0.0,51,Online,1,5400.834838000001,4.0,Large,23213.69179,red,18989.56096,0
166,32,F,1.0,69,34671,1,1,Own,20148,3/11/2016,Friday,Highway,2,0.0,2,Broker,1,4784.326857,3.0,Medium,73575.67702,gray,19909.94614,0
167,46,F,0.0,52,38269,1,0,Own,15001,9/23/2016,Friday,Local,0,1.0,14,Phone,1,6061.990238,5.0,Medium,48878.86319,black,40737.64405,0
168,33,F,1.0,68,34964,1,1,Rent,85019,2/23/2016,Tuesday,Local,0,0.0,30,Online,1,2971.789442,7.0,Medium,50905.56751,silver,5006.253749,0
169,39,M,1.0,90,36648,0,0,Rent,50002,11/18/2016,Friday,Local,0,0.0,97,Broker,0,5851.975399,5.0,Compact,34154.04468,blue,31209.90392,0
170,38,F,0.0,40,36373,1,0,Rent,50008,12/28/2015,Monday,Local,3,0.0,70,Broker,1,9578.703941,7.0,Compact,14505.15634,gray,17772.12701,0
171,34,M,1.0,57,35255,1,0,Own,50010,11/22/2016,Tuesday,Local,0,1.0,55,Phone,1,5181.054486,5.0,Compact,38269.15827,white,10573.73861,0
172,50,M,0.0,84,39122,1,1,Own,50012,6/25/2015,Thursday,Local,2,0.0,82,Online,1,1934.490203,6.0,Large,20278.21274,silver,30619.60737,1
173,53,F,0.0,83,39723,1,0,Own,15006,4/10/2015,Friday,Local,0,0.0,89,Phone,0,6204.905253,3.0,Medium,4682.058135,silver,50664.2589,0
174,65,F,1.0,49,41749,1,1,Own,15025,11/5/2016,Saturday,Parking Lot,0,0.0,100,Broker,1,9367.502118,3.0,Large,14641.32554,gray,15410.74012,0
175,38,F,1.0,83,36382,1,1,Rent,50008,4/25/2016,Monday,Parking Lot,0,0.0,4,Broker,1,2891.255471,3.0,Medium,27918.76834,white,19952.97893,0
176,27,M,0.0,14,32946,0,1,Rent,85029,8/5/2015,Wednesday,Local,0,0.0,96,Phone,1,4151.308494,4.0,Large,40567.94987,white,5957.18543,0
177,36,F,1.0,71,35839,1,1,Own,15025,1/16/2015,Friday,Local,0,1.0,51,Phone,1,5098.731407,10.0,Large,64999.48751,gray,11551.63874,0
178,55,M,1.0,63,40069,0,1,Own,20164,4/19/2016,Tuesday,Local,1,1.0,4,Broker,0,3316.786834,5.0,Compact,50658.72006,black,52756.54994,1
179,53,F,0.0,92,39703,0,1,Rent,15045,9/17/2016,Saturday,Parking Lot,0,0.0,45,Phone,0,2996.890711,7.0,Large,20255.41484,other,12024.16902,1
180,42,F,1.0,80,37376,1,1,Rent,80105,7/7/2015,Tuesday,Highway,0,0.0,6,Broker,1,6912.865509,6.0,Large,16594.12991,black,16159.56216,0
181,58,F,1.0,67,40609,0,1,Rent,20117,10/3/2015,Saturday,Parking Lot,2,1.0,49,Broker,1,7163.436973000001,3.0,Large,24205.52838,blue,25459.43919,0
182,42,M,1.0,56,37374,1,1,Own,85008,8/4/2016,Thursday,Highway,5,0.0,61,Broker,1,8795.175875,4.0,Compact,23486.7714,red,62464.91457000001,0
183,45,F,0.0,40,38073,1,1,Own,50027,7/13/2016,Wednesday,Parking Lot,0,0.0,18,Phone,1,4269.239896,4.0,Compact,13731.11696,blue,16533.08586,0
184,47,F,1.0,84,38507,0,0,Rent,50048,4/8/2016,Friday,Highway,0,0.0,99,Broker,0,2634.577435,4.0,Compact,13036.6529,black,17052.3819,0
185,39,M,1.0,28,36637,1,1,Own,80033,11/22/2015,Sunday,Parking Lot,1,1.0,1,Broker,1,4699.885741,9.0,Large,28443.01452,gray,24745.31161,0
186,64,F,1.0,68,41575,1,1,Rent,15010,3/24/2015,Tuesday,Local,2,1.0,82,Broker,0,5071.843625,3.0,Compact,31342.58746,other,10246.34571,0
187,47,F,0.0,72,38512,1,1,Own,50035,6/27/2015,Saturday,Parking Lot,0,0.0,99,Broker,1,1837.797545,5.0,Medium,18228.75979,blue,9073.952464,1
188,35,F,1.0,63,35545,1,1,Rent,50046,3/13/2016,Sunday,Parking Lot,0,1.0,19,Broker,1,6490.768782,1.0,Compact,13401.45121,other,23811.0193,0
189,46,M,1.0,65,38312,1,0,Own,15007,2/19/2016,Friday,Local,2,0.0,65,Broker,1,3727.121267,6.0,Large,18917.12985,black,29004.29545,0
190,36,F,1.0,79,35843,0,1,Own,85008,9/28/2016,Wednesday,Local,0,1.0,100,Phone,0,2794.579582,3.0,Compact,15584.13397,red,28754.06984,0
191,35,F,0.0,88,35550,0,0,Rent,85082,2/4/2015,Wednesday,Local,0,0.0,0,Online,1,3927.222179,4.0,Large,16752.88491,silver,14168.88065,0
192,45,M,1.0,80,38058,1,0,Rent,50048,3/5/2015,Thursday,Highway,0,0.0,49,Broker,0,1595.680032,7.0,Medium,31642.87278,silver,20992.90818,0
193,36,M,0.0,71,35842,0,1,Rent,50039,6/16/2016,Thursday,Local,1,0.0,100,Online,1,3711.214803,2.0,Medium,30126.850360000004,white,10602.08938,0
194,52,F,1.0,84,39509,1,1,Rent,15034,4/21/2015,Tuesday,Local,0,0.0,100,Broker,0,3887.400205,11.0,Medium,23416.95445,blue,14728.44426,0
195,26,F,1.0,88,32578,0,0,Own,20131,2/16/2016,Tuesday,Local,0,0.0,87,Phone,0,6221.4603990000005,5.0,Medium,17134.96383,white,30048.47693,0
196,21,M,1.0,91,30436,1,0,Rent,80044,8/16/2016,Tuesday,Local,0,1.0,22,Phone,1,5046.60555,1.0,Medium,9266.316482,gray,32488.116360000004,0
197,31,F,1.0,70,34340,0,1,Own,80046,11/14/2016,Monday,Local,0,0.0,50,Phone,0,971.0485588,3.0,Compact,18171.91337,other,13858.83504,1
198,49,M,0.0,86,38902,1,0,Rent,20134,5/20/2015,Wednesday,Parking Lot,2,0.0,11,Phone,1,1232.410873,2.0,Large,22109.67389,gray,30683.66188,0
199,51,M,1.0,87,39326,1,1,Rent,15001,12/21/2015,Monday,Highway,0,1.0,100,Online,1,5374.4097,6.0,Compact,20689.27036,silver,23477.47734,0
200,50,F,1.0,78,39124,1,1,Own,15012,9/19/2015,Saturday,Local,0,0.0,98,Broker,0,2834.675021,6.0,Large,16312.17545,black,31384.90468,0
201,57,M,1.0,82,40433,1,1,Own,85040,2/5/2016,Friday,Parking Lot,2,0.0,1,Phone,0,4374.459924,5.0,Compact,16506.40242,other,26294.47165,0
202,56,F,1.0,73,40255,1,1,Own,80045,5/23/2015,Saturday,Local,1,0.0,94,Phone,1,2809.666267,5.0,Large,24946.63551,black,10541.15655,0
203,42,F,1.0,90,37384,1,0,Own,80013,9/4/2015,Friday,Highway,0,0.0,100,Online,0,6397.022288,3.0,Compact,8056.167552,other,31337.42869,0
204,54,F,1.0,70,39885,0,0,Own,80046,5/19/2015,Tuesday,Highway,1,1.0,29,Online,0,2237.311715,5.0,Large,12352.81664,blue,6820.0031260000005,0
205,48,F,1.0,88,38712,1,1,Own,80022,2/6/2015,Friday,Local,1,0.0,21,Broker,1,3348.380734,4.0,Compact,31479.22927,white,22653.38161,0
206,46,F,0.0,65,38286,0,0,Own,50026,11/4/2015,Wednesday,Parking Lot,0,0.0,45,Broker,0,5329.502027,4.0,Large,48603.84416,other,20262.11515,0
207,36,M,1.0,30,35821,1,0,Rent,20119,10/22/2015,Thursday,Parking Lot,0,0.0,99,Broker,1,3742.967665,3.0,Medium,3809.845246,gray,12194.17537,0
208,28,F,0.0,66,33303,1,0,Own,20105,3/25/2015,Wednesday,Highway,0,1.0,7,Phone,1,6667.897732,5.0,Medium,31743.74245,other,16996.95634,0
209,35,M,1.0,88,35555,1,1,Own,20149,11/1/2016,Tuesday,Highway,1,0.0,72,Phone,1,4623.6384450000005,7.0,Large,23755.52821,silver,36468.44831,0
210,44,F,1.0,36,37842,1,1,Own,85054,5/24/2015,Sunday,Local,1,1.0,6,Phone,1,1862.766688,5.0,Compact,10939.76106,white,22353.52722,1
211,39,F,1.0,44,36650,1,1,Own,80108,6/8/2015,Monday,Parking Lot,0,0.0,60,Phone,1,9316.142854000002,2.0,Medium,18487.82311,gray,27940.80065,0
212,54,M,1.0,59,39891,0,0,Own,15024,1/11/2016,Monday,Local,0,1.0,19,Broker,0,2929.764989,1.0,Compact,54828.89289,red,21602.40636,0
213,49,F,1.0,66,38927,1,1,Own,20103,12/8/2016,Thursday,Highway,0,0.0,7,Broker,1,5218.600992000001,2.0,Medium,41662.07416,silver,8789.579025,1
214,43,F,1.0,54,37616,1,0,Own,50013,6/18/2016,Saturday,Local,1,1.0,0,Online,0,4993.226447999999,4.0,Medium,14353.50371,red,48779.13019,0
215,40,F,1.0,80,36890,1,1,Own,50009,8/9/2016,Tuesday,Local,0,0.0,1,Phone,0,5276.778761,5.0,Medium,25914.69341,gray,8579.329278,0
216,29,F,1.0,80,33691,1,0,Rent,20134,8/25/2015,Tuesday,Highway,3,1.0,5,Phone,1,6037.10244,6.0,Medium,16266.034930000002,black,10572.5194,0
217,46,M,1.0,67,38292,1,1,Own,50035,10/20/2016,Thursday,Local,0,0.0,1,Online,1,3526.801589,6.0,Medium,35934.80715,silver,20020.474830000003,0
218,64,F,1.0,76,41600,0,1,Own,80016,6/13/2015,Saturday,Parking Lot,0,0.0,33,Phone,0,6222.718408,4.0,Compact,8451.039831,blue,43569.93052,0
219,37,M,1.0,63,36099,0,0,Own,80109,9/18/2016,Sunday,Local,0,0.0,96,Online,1,3881.570643,5.0,Compact,9870.934294,black,12323.28425,0
220,48,F,1.0,78,38723,1,1,Own,50010,5/27/2016,Friday,Local,0,0.0,23,Online,1,2550.712038,3.0,Large,29758.94398,silver,18341.62907,0
221,58,M,1.0,80,40613,1,1,Own,15037,5/24/2016,Tuesday,Parking Lot,0,0.0,57,Online,1,4150.46778,6.0,Medium,17572.2814,gray,10725.15073,0
222,57,F,1.0,77,40428,1,0,Rent,15012,6/29/2015,Monday,Local,0,1.0,92,Phone,0,5039.382646,5.0,Medium,25175.62307,blue,28057.69819,0
223,42,F,1.0,64,37385,1,1,Rent,50012,2/13/2016,Saturday,Local,0,0.0,16,Phone,0,3473.927221,4.0,Medium,32284.64222,other,32677.16392,1
224,35,M,1.0,84,35550,1,1,Own,85006,8/1/2016,Monday,Parking Lot,1,0.0,20,Phone,0,9078.854062,4.0,Compact,7403.239798,other,3032.685022,0
225,40,F,1.0,79,36883,1,1,Own,20119,10/18/2015,Sunday,Local,1,1.0,5,Broker,1,2723.957886,4.0,Medium,32001.24884,red,37584.25479,0
226,38,F,1.0,79,36367,1,1,Rent,50051,1/19/2015,Monday,Parking Lot,1,1.0,83,Phone,0,3121.665188,10.0,Medium,22936.1193,red,7597.827736,1
227,33,F,0.0,63,34961,1,1,Own,80016,2/25/2016,Thursday,Local,0,0.0,50,Online,1,5862.028982,10.0,Medium,15975.06494,black,25431.19796,0
228,37,M,1.0,33,36104,0,1,Own,15021,6/16/2015,Tuesday,Parking Lot,0,0.0,92,Broker,0,3601.9834090000004,4.0,Compact,29644.54645,silver,42865.11742,0
229,42,F,1.0,43,37368,0,1,Own,50021,10/23/2015,Friday,Parking Lot,0,0.0,99,Online,0,3179.927274,1.0,Compact,28132.18915,red,45063.16313,0
230,56,M,1.0,98,40243,1,1,Rent,50011,2/12/2016,Friday,Highway,0,0.0,74,Broker,1,3554.807838,8.0,Compact,23384.66256,silver,18556.50797,0
231,30,M,0.0,90,33999,1,1,Own,50021,7/2/2015,Thursday,Parking Lot,0,1.0,51,Broker,1,2501.9016850000003,6.0,Large,26278.17095,gray,17584.07575,0
232,35,F,0.0,94,35552,1,0,Own,20155,8/13/2015,Thursday,Parking Lot,0,0.0,100,Online,1,8348.298799,4.0,Compact,19621.412480000003,other,7176.587625,0
233,33,M,1.0,84,34975,1,0,Own,50058,3/21/2015,Saturday,Highway,0,0.0,84,Phone,0,2272.544255,4.0,Compact,34708.35716,black,31970.42575,0
234,36,F,1.0,70,35833,1,1,Own,15009,1/28/2016,Thursday,Local,0,0.0,35,Online,1,2981.500122,2.0,Compact,20568.679480000003,gray,29459.92041,0
235,49,M,1.0,55,38909,1,0,Rent,15025,9/17/2016,Saturday,Parking Lot,2,0.0,32,Broker,1,1596.666984,9.0,Compact,22935.45749,silver,14398.34982,1
236,39,F,0.0,21,36632,1,1,Own,20146,10/28/2015,Wednesday,Parking Lot,0,1.0,2,Phone,1,4213.644503,4.0,Compact,53608.23763,blue,14001.41479,0
237,34,M,1.0,91,35244,1,1,Own,80002,7/23/2016,Saturday,Local,1,0.0,91,Online,1,9197.609888,7.0,Compact,12490.04831,red,23230.994130000003,0
238,39,F,1.0,71,36638,0,0,Own,20111,5/31/2015,Sunday,Local,0,0.0,4,Broker,0,9967.098719,4.0,Large,22907.24972,blue,31056.72669,1
239,39,F,1.0,71,36639,1,1,Rent,80027,11/4/2015,Wednesday,Local,0,0.0,5,Online,0,8680.057848,4.0,Compact,41939.37633,silver,23168.04477,0
240,52,M,1.0,91,39489,1,0,Own,80022,11/25/2016,Friday,Highway,1,0.0,0,Broker,1,5364.480154999999,6.0,Compact,48048.28071,silver,28927.356560000004,0
241,46,M,0.0,71,38273,1,0,Own,80002,7/10/2016,Sunday,Local,0,0.0,94,Broker,1,5064.294626,5.0,Medium,18776.65731,red,29972.40144,0
242,34,F,1.0,84,35245,1,1,Rent,20132,6/12/2015,Friday,Parking Lot,4,0.0,95,Phone,1,5494.972778,6.0,Large,14531.05873,other,19369.85804,0
243,67,F,1.0,65,42047,1,0,Rent,20160,2/14/2016,Sunday,Highway,0,1.0,11,Broker,1,3772.986786,5.0,Large,53723.603760000005,red,23315.0944,0
244,53,M,0.0,42,39697,0,0,Own,20104,3/5/2016,Saturday,Local,2,0.0,98,Broker,1,2430.237952,8.0,Large,16993.65126,gray,5242.214923,1
245,56,M,0.0,59,40270,1,0,Own,20138,10/22/2015,Thursday,Local,0,1.0,47,Phone,0,6052.42251,6.0,Medium,74792.52812,white,30690.2271,0
246,34,F,1.0,80,35264,1,1,Own,15007,7/26/2016,Tuesday,Parking Lot,0,0.0,59,Broker,0,5257.971371,4.0,Compact,22378.79383,black,36657.63089,0
247,48,F,1.0,88,38716,0,0,Own,50055,3/16/2015,Monday,Highway,0,0.0,29,Phone,0,3919.076933,11.0,Compact,31605.296660000004,black,34978.23171,0
248,33,F,1.0,75,34954,1,1,Own,50011,2/19/2016,Friday,Local,1,0.0,15,Phone,1,3997.757598,3.0,Compact,47309.00501,white,22611.283880000003,0
249,34,M,1.0,89,35255,0,0,Rent,85077,6/5/2016,Sunday,Parking Lot,0,1.0,47,Broker,0,3883.543778,7.0,Compact,27189.81885,silver,6583.348788,0
250,66,F,1.0,94,41900,1,1,Own,50001,5/1/2016,Sunday,Highway,0,0.0,70,Phone,0,7837.343317,5.0,Medium,23942.33786,silver,40971.48705,0
251,39,M,0.0,68,36634,0,0,Own,20156,8/9/2015,Sunday,Highway,0,0.0,0,Broker,1,5983.611556,6.0,Large,26867.66012,black,13520.17393,0
252,60,F,1.0,67,40954,0,1,Rent,85050,10/10/2015,Saturday,Local,0,0.0,1,Broker,1,2347.561616,4.0,Large,14414.09293,black,11194.77114,0
253,45,M,0.0,60,38065,1,0,Rent,50052,8/24/2016,Wednesday,Local,0,0.0,59,Broker,0,2956.356621,11.0,Medium,12958.47801,gray,7783.041270000001,0
254,30,F,1.0,58,34016,1,1,Own,85041,7/16/2016,Saturday,Parking Lot,0,0.0,75,Phone,1,2662.441204,8.0,Large,28388.63201,other,26384.83814,0
255,41,M,1.0,78,37138,0,1,Rent,20120,1/1/2015,Thursday,Parking Lot,0,0.0,33,Online,0,2932.750913,6.0,Compact,26370.74013,other,24573.88558,1
256,62,M,0.0,76,41268,1,1,Own,85071,3/21/2015,Saturday,Highway,3,0.0,32,Broker,0,6305.388429,5.0,Medium,20460.21262,black,20173.96852,0
257,41,F,1.0,81,37135,1,1,Own,20140,1/8/2015,Thursday,Parking Lot,0,0.0,1,Phone,0,3895.964247,7.0,Medium,7714.560720999999,silver,28664.039010000004,1
258,73,F,1.0,86,42902,1,1,Rent,15003,3/21/2015,Saturday,Local,0,1.0,1,Broker,1,4661.369827,4.0,Compact,30669.18789,blue,19959.83421,0
259,45,F,1.0,75,38089,1,1,Own,80033,11/6/2016,Sunday,Highway,0,0.0,4,Broker,0,9742.864449,3.0,Large,24711.70112,blue,5836.391034,1
260,34,F,0.0,73,35261,0,0,Rent,50021,5/13/2016,Friday,Local,0,0.0,3,Broker,1,2222.503413,3.0,Large,46023.31917,other,14734.07303,1
261,43,M,0.0,70,37609,1,0,Own,20120,4/1/2016,Friday,Local,0,1.0,93,Phone,0,7191.360923,4.0,Compact,16542.18245,black,12229.00743,0
262,61,F,1.0,84,41114,1,1,Rent,80105,10/25/2015,Sunday,Highway,0,0.0,92,Online,0,5562.305063000001,5.0,Large,28767.732410000004,silver,26059.65984,0
263,54,M,1.0,86,39880,1,0,Own,50047,5/5/2015,Tuesday,Local,1,0.0,50,Broker,0,6607.548292,7.0,Large,47947.92243,gray,10328.3709,1
264,43,F,1.0,93,37598,0,1,Own,85018,9/4/2016,Sunday,Local,0,0.0,91,Phone,1,3117.300863,6.0,Large,11533.33102,black,25137.03161,0
265,57,F,1.0,70,40449,1,0,Rent,80036,9/1/2016,Thursday,Highway,0,0.0,79,Phone,1,6344.449956,3.0,Medium,6228.237774,blue,21232.45814,0
266,47,M,1.0,87,38509,1,1,Own,50058,11/9/2015,Monday,Parking Lot,0,0.0,17,Broker,0,3552.649699,2.0,Compact,21587.46711,gray,8125.700231,0
267,56,M,1.0,89,40254,1,0,Own,15025,3/6/2016,Sunday,Local,0,1.0,60,Phone,0,5513.5315,5.0,Large,24044.4925,gray,29656.17882,0
268,44,M,0.0,49,37832,1,1,Own,50021,12/29/2015,Tuesday,Local,4,0.0,35,Phone,1,4266.276358,6.0,Medium,10074.26286,black,21551.03498,0
269,45,M,1.0,65,38058,0,0,Rent,50039,12/6/2016,Tuesday,Parking Lot,0,1.0,1,Broker,1,4933.691198,6.0,Large,12686.83401,other,10610.07673,0
270,42,M,1.0,82,37368,0,0,Own,15049,12/30/2016,Friday,Local,0,0.0,2,Broker,1,4795.469868,5.0,Medium,10142.55834,gray,8904.914751,0
271,51,M,1.0,25,39328,0,0,Own,20165,5/7/2015,Thursday,Highway,0,1.0,35,Online,0,4241.58723,3.0,Compact,23124.07207,black,25029.10035,0
272,48,M,1.0,81,38704,1,0,Rent,85073,10/20/2016,Thursday,Highway,0,0.0,90,Phone,0,5074.747323,4.0,Compact,27771.54524,gray,24825.19309,0
273,46,F,1.0,77,38286,1,1,Own,15010,5/7/2015,Thursday,Local,0,0.0,14,Broker,1,3494.593653,7.0,Compact,60242.45752,other,39200.06124,0
274,23,M,1.0,99,31348,0,1,Rent,85022,12/30/2016,Friday,Parking Lot,0,0.0,50,Broker,1,8355.164422,4.0,Compact,12703.84952,gray,16088.832080000002,0
275,57,F,1.0,82,40417,1,0,Own,20129,4/7/2015,Tuesday,Highway,1,1.0,66,Phone,1,4074.455927,3.0,Medium,16411.4855,black,24092.75471,0
276,45,F,1.0,64,38071,0,1,Own,20106,3/10/2016,Thursday,Local,2,0.0,47,Online,1,3248.160744,2.0,Large,20957.69597,other,10310.19145,1
277,67,F,1.0,86,42059,1,1,Rent,85027,7/1/2016,Friday,Local,3,1.0,4,Broker,1,3582.011128,4.0,Large,7171.992290000001,other,10772.6355,0
278,55,M,1.0,81,40070,1,0,Rent,15046,8/21/2015,Friday,Parking Lot,3,1.0,0,Online,1,7692.174606,6.0,Large,26807.32446,black,9144.229133,1
279,33,M,1.0,72,34956,1,0,Own,15010,3/13/2015,Friday,Local,0,0.0,79,Phone,1,4170.725243,3.0,Large,52546.42673,red,28775.48167,0
280,33,M,1.0,89,34964,1,1,Rent,15006,6/20/2016,Monday,Parking Lot,3,0.0,49,Broker,1,2948.942837,4.0,Compact,10368.89002,black,9480.521218,0
281,29,M,1.0,82,33686,0,0,Own,15027,12/8/2016,Thursday,Local,1,0.0,66,Broker,0,2131.797309,5.0,Large,22343.70744,other,25271.65166,0
282,35,F,1.0,52,35536,1,1,Own,50006,7/15/2016,Friday,Parking Lot,3,0.0,68,Broker,1,4912.684911,5.0,Medium,21994.85402,silver,20177.36201,0
283,35,F,0.0,90,35558,1,1,Rent,80041,1/3/2016,Sunday,Parking Lot,0,0.0,100,Broker,1,6207.248072,5.0,Large,15717.59864,blue,36415.66071,0
284,55,M,1.0,65,40084,0,0,Own,80028,5/12/2015,Tuesday,Local,0,0.0,2,Phone,1,5385.159058,5.0,Large,28444.8903,red,11604.87453,0
285,26,M,0.0,75,32564,0,0,Rent,20132,12/29/2016,Thursday,Local,0,0.0,7,Broker,0,6111.439501,6.0,Large,11357.0674,red,11140.48939,0
286,38,M,0.0,67,36374,1,1,Rent,80037,12/24/2015,Thursday,Highway,0,0.0,37,Broker,1,10033.80416,8.0,Large,12156.4223,white,10477.61145,1
287,36,M,1.0,89,35849,1,1,Own,15047,7/2/2015,Thursday,Local,2,1.0,23,Broker,1,7374.931917,2.0,Large,8408.221011,gray,20137.47166,0
288,34,F,1.0,74,35252,1,0,Own,50052,7/24/2015,Friday,Parking Lot,0,1.0,49,Phone,1,9041.408453,2.0,Compact,17572.77151,other,17187.97334,0
289,29,F,1.0,82,33678,0,1,Rent,20159,2/13/2015,Friday,Parking Lot,2,0.0,0,Broker,1,5242.255767000001,5.0,Large,20376.87695,silver,38235.35494,0
290,38,M,1.0,65,36399,1,1,Rent,20149,3/17/2015,Tuesday,Highway,0,0.0,0,Broker,1,5365.238396,7.0,Compact,11060.32033,gray,7153.299843000001,0
291,44,F,1.0,91,37843,1,1,Own,50001,7/13/2016,Wednesday,Highway,0,0.0,90,Phone,1,7542.980423999999,11.0,Medium,19534.85136,silver,36649.8236,1
292,39,M,0.0,79,36646,1,1,Rent,15009,12/17/2016,Saturday,Local,0,0.0,100,Broker,0,8353.691155,8.0,Compact,23037.78226,gray,11509.39341,0
293,54,F,1.0,81,39881,0,1,Own,20130,8/15/2016,Monday,Local,1,0.0,42,Broker,1,8420.322701000001,1.0,Large,32670.75542,other,20635.07525,0
294,56,M,1.0,90,40254,0,1,Own,85071,8/6/2015,Thursday,Local,0,0.0,7,Phone,0,5674.4166,7.0,Medium,18364.63763,red,34513.85404,0
295,50,M,1.0,81,39109,1,1,Own,80018,9/15/2016,Thursday,Parking Lot,1,0.0,35,Broker,1,3443.188821,7.0,Medium,15288.489419999998,red,10239.70584,0
296,52,M,1.0,73,39514,0,1,Rent,15025,10/3/2016,Monday,Local,1,0.0,51,Phone,0,2619.199737,7.0,Large,4438.031784000001,other,56880.338910000006,1
297,41,F,1.0,92,37126,1,0,Rent,15044,11/17/2016,Thursday,Local,0,0.0,25,Broker,1,8245.396303,5.0,Medium,24973.75759,silver,25672.99193,0
298,40,M,1.0,89,36890,0,1,Rent,80105,6/29/2016,Wednesday,Local,0,0.0,88,Broker,0,3110.772216,4.0,Compact,9430.370209,silver,23694.53587,0
299,36,M,1.0,54,35848,1,1,Own,15021,7/27/2016,Wednesday,Local,0,,32,Broker,0,2641.461072,6.0,Large,24775.33037,silver,28431.25182,0
300,28,M,0.0,61,33300,0,0,Rent,20139,9/13/2016,Tuesday,Local,3,0.0,79,Broker,1,5687.298041,2.0,Medium,28672.082560000003,black,25997.5,0
301,40,F,0.0,42,36904,1,0,Own,20152,12/6/2016,Tuesday,Highway,0,0.0,21,Broker,0,8690.722943,6.0,Compact,13336.31283,black,37077.84288,0
302,40,F,1.0,36,36908,1,1,Own,20101,4/18/2015,Saturday,Local,0,0.0,62,Broker,0,6255.791701,12.0,Compact,27518.80859,red,22516.8721,0
303,38,F,1.0,91,36366,1,1,Rent,20101,8/12/2015,Wednesday,Highway,0,0.0,33,Phone,0,6177.38544,5.0,Large,32402.965,gray,22819.54265,0
304,58,F,0.0,54,40613,0,0,Own,50035,2/3/2016,Wednesday,Parking Lot,0,1.0,50,Broker,1,6624.938701,5.0,Large,14565.25925,other,8073.00362,0
305,32,M,1.0,71,34654,1,0,Rent,15001,9/20/2016,Tuesday,Local,0,0.0,91,Phone,0,5493.360511999999,7.0,Compact,31956.048430000003,silver,32124.3762,0
306,41,M,0.0,75,37140,1,1,Rent,20134,11/29/2015,Sunday,Local,1,0.0,34,Broker,0,2225.918608,5.0,Large,58860.24055,gray,18605.56923,0
307,45,M,1.0,57,38060,1,1,Own,80106,6/11/2016,Saturday,Local,0,0.0,77,Phone,1,8994.126094,3.0,Compact,19212.44658,white,6963.547206,0
308,63,F,1.0,80,41423,1,1,Own,15046,7/15/2016,Friday,Local,1,0.0,34,Phone,1,3949.149317,1.0,Compact,32232.2672,red,15996.20546,0
309,35,M,0.0,65,35526,1,0,Own,20115,3/17/2016,Thursday,Highway,0,0.0,2,Broker,0,2322.252327,3.0,Medium,33506.2426,black,15443.29232,0
310,34,M,1.0,85,35256,0,1,Rent,80016,12/7/2016,Wednesday,Highway,1,0.0,50,Broker,1,5007.766434,4.0,Medium,41385.71831,black,44003.85256,0
311,54,F,1.0,59,39894,1,1,Own,15001,1/12/2016,Tuesday,Parking Lot,0,1.0,56,Broker,1,5177.616569,3.0,Medium,26295.2298,gray,17025.62604,0
312,35,M,1.0,61,35547,0,0,Rent,15021,9/29/2015,Tuesday,Parking Lot,0,0.0,98,Broker,1,3452.6599880000003,4.0,Large,19526.45371,blue,25982.81127,0
313,20,F,1.0,65,29958,1,0,Rent,15007,1/12/2016,Tuesday,Local,2,0.0,64,Broker,1,2997.883886,8.0,Medium,46330.46377,silver,30508.76533,0
314,46,F,1.0,82,38275,0,1,Own,85037,7/22/2016,Friday,Parking Lot,2,0.0,99,Phone,1,6810.895237999999,4.0,Large,43934.65394,black,13023.2816,0
315,62,M,0.0,88,41267,1,1,Own,15012,11/21/2015,Saturday,Local,0,1.0,0,Phone,1,6946.798298999999,11.0,Compact,19885.35887,blue,20847.54791,0
316,27,F,1.0,64,32947,1,0,Rent,85060,4/29/2015,Wednesday,Local,0,0.0,95,Broker,0,2478.706405,8.0,Compact,37653.37757,other,19309.94423,0
317,42,F,1.0,78,37364,1,1,Own,15012,6/9/2015,Tuesday,Highway,0,1.0,97,Broker,0,6161.363993,3.0,Compact,19547.02895,gray,13656.88672,0
